times_classification
19.932581186294556
20.290353059768677
19.546375036239624
19.725517988204956
19.701584815979004
20.247432947158813
20.213507175445557
20.02894401550293
19.728996992111206
19.675939083099365
19.778616905212402
19.861297130584717
19.805708169937134
19.809358835220337
19.97021722793579
19.83537220954895
20.236061096191406
19.702449083328247
19.872874975204468
19.76310706138611
19.865123987197876
19.67511487007141
19.922454118728638
20.303487062454224
19.969656229019165
