0,1.4731788635253906
1,1.4679279327392578
2,1.4676499366760254
3,1.483945369720459
4,1.5110328197479248
5,1.5748591423034668
6,1.5905730724334717
7,1.5455727577209473
8,1.637465000152588
9,1.51967191696167
10,1.460400104522705
11,1.4647512435913086
12,1.4617249965667725
13,1.4499220848083496
14,1.4457128047943115
15,1.4497787952423096
16,1.4576120376586914
17,1.4846971035003662
18,1.5613093376159668
19,1.5191388130187988
20,1.4675908088684082
21,1.4487431049346924
22,1.4856581687927246
23,1.4599859714508057
24,1.4659240245819092
