times_regression,times_classification
14.253123569488526,19.910263061523438
14.72346733411153,19.625126123428345
15.193846400578817,19.48779296875
15.66217600107193,19.48874521255493
16.130635519822437,19.645373821258545
16.597550066312156,19.701315879821777
17.13871851762136,19.589196920394897
17.600480417410534,19.52462601661682
18.066063086191814,19.48307490348816
18.533641966183982,19.484368085861206
